rule_id,category,description,reason,priority,affected_domains,expected_behavior
SEC-011,Security,Secrets must be stored in a managed secret system and rotated.,"Protect tenant isolation, examination integrity, personal data and privileged operations.",Critical,Identity & Access; Audit & Compliance; Platform Operations; all academy-owned domains,"No secret appears in source, logs, prompts or client bundles."
SEC-012,Security,"Logs must exclude tokens, answer keys and full restricted submissions.","Protect tenant isolation, examination integrity, personal data and privileged operations.",Critical,Identity & Access; Audit & Compliance; Platform Operations; all academy-owned domains,Structured redaction applies before persistence.
SEC-013,Security,Security events must carry correlation and actor identity.,"Protect tenant isolation, examination integrity, personal data and privileged operations.",High,Identity & Access; Audit & Compliance; Platform Operations; all academy-owned domains,"Investigation can connect API, database, worker and provider activity."
SEC-014,Security,Cross-tenant access tests are mandatory for every protected entity group.,"Protect tenant isolation, examination integrity, personal data and privileged operations.",Critical,Identity & Access; Audit & Compliance; Platform Operations; all academy-owned domains,CI must prove students and staff cannot cross academy or assignment boundaries.
SEC-015,Security,Sponsor permissions must be consent-based and field-level.,"Protect tenant isolation, examination integrity, personal data and privileged operations.",Critical,Identity & Access; Audit & Compliance; Platform Operations; all academy-owned domains,Sponsor role alone grants no blanket student access.
SEC-016,Security,Assessment integrity assistance must be disabled during protected sessions.,"Protect tenant isolation, examination integrity, personal data and privileged operations.",Critical,Identity & Access; Audit & Compliance; Platform Operations; all academy-owned domains,AI Tutor and unauthorized collaboration features are restricted.
SEC-017,Security,Data retention and erasure must distinguish personal identity from retained academic evidence.,"Protect tenant isolation, examination integrity, personal data and privileged operations.",High,Identity & Access; Audit & Compliance; Platform Operations; all academy-owned domains,Deletion workflows preserve lawful records while minimizing personal data.
SEC-018,Security,"Security policy exceptions require named owner, expiry and audit.","Protect tenant isolation, examination integrity, personal data and privileged operations.",High,Identity & Access; Audit & Compliance; Platform Operations; all academy-owned domains,Temporary bypasses cannot become permanent undocumented access.
ADM-001,Administration,The administration experience must be organized as an Academic Operations Center.,Govern academic quality and sensitive operations beyond ordinary record management.,High,Academic Operations; Academic Publishing; Academy; Audit & Compliance,"Work queues, quality gates, live delivery and student outcomes take precedence over generic CRUD."
ADM-002,Administration,Administrative permissions must be capability- and scope-based.,Govern academic quality and sensitive operations beyond ordinary record management.,Critical,Academic Operations; Academic Publishing; Academy; Audit & Compliance,Being an administrator in one academy does not grant platform-wide access.
ADM-003,Administration,Content authors cannot approve and publish their own high-risk assessment content without an approved exception.,Govern academic quality and sensitive operations beyond ordinary record management.,Critical,Academic Operations; Academic Publishing; Academy; Audit & Compliance,Separation of duties is enforced by publication tier.
ADM-004,Administration,Published academic objects cannot be edited in place.,Govern academic quality and sensitive operations beyond ordinary record management.,Critical,Academic Operations; Academic Publishing; Academy; Audit & Compliance,Administrators create superseding versions or emergency withdrawal.
ADM-005,Administration,Delete must be limited to unused drafts.,Govern academic quality and sensitive operations beyond ordinary record management.,Critical,Academic Operations; Academic Publishing; Academy; Audit & Compliance,"Used or published objects are retired, archived or withdrawn."
ADM-006,Administration,Bulk operations must run the same validation and authorization as individual commands.,Govern academic quality and sensitive operations beyond ordinary record management.,Critical,Academic Operations; Academic Publishing; Academy; Audit & Compliance,Batch size cannot bypass business rules.
ADM-007,Administration,"Imports require dry run, schema validation, duplicate detection and provenance.",Govern academic quality and sensitive operations beyond ordinary record management.,High,Academic Operations; Academic Publishing; Academy; Audit & Compliance,Invalid records are reported per item before commit.
ADM-008,Administration,Academic review decisions require reviewer identity and rationale.,Govern academic quality and sensitive operations beyond ordinary record management.,High,Academic Operations; Academic Publishing; Academy; Audit & Compliance,Anonymous or untraceable approval is prohibited.
ADM-009,Administration,Grade overrides require academic authority and reason.,Govern academic quality and sensitive operations beyond ordinary record management.,Critical,Academic Operations; Academic Publishing; Academy; Audit & Compliance,Original grade runs remain preserved.
ADM-010,Administration,Live simulation interventions require dedicated permission.,Govern academic quality and sensitive operations beyond ordinary record management.,Critical,Academic Operations; Academic Publishing; Academy; Audit & Compliance,General admin rights do not automatically permit timer or restart changes.
ADM-011,Administration,"Configuration must be divided into safe academy settings, restricted platform settings and deployment secrets.",Govern academic quality and sensitive operations beyond ordinary record management.,Critical,Academic Operations; Academic Publishing; Academy; Audit & Compliance,Secrets and infrastructure controls are never editable as ordinary content.
ADM-012,Administration,"Feature flags must have owner, audience, expiry or review date.",Govern academic quality and sensitive operations beyond ordinary record management.,High,Academic Operations; Academic Publishing; Academy; Audit & Compliance,Experimental features do not become permanent unmanaged behaviour.
ADM-013,Administration,Admin previews must use explicit preview context and never alter student progress.,Govern academic quality and sensitive operations beyond ordinary record management.,High,Academic Operations; Academic Publishing; Academy; Audit & Compliance,Preview attempts are segregated from academic evidence.
ADM-014,Administration,Publication scheduling must verify all dependency versions remain approved.,Govern academic quality and sensitive operations beyond ordinary record management.,Critical,Academic Operations; Academic Publishing; Academy; Audit & Compliance,A previously valid package is blocked if a dependency is withdrawn.
ADM-015,Administration,Emergency content withdrawal must identify affected attempts and operational actions.,Govern academic quality and sensitive operations beyond ordinary record management.,Critical,Academic Operations; Academic Publishing; Academy; Audit & Compliance,The system opens impact analysis and notification work.
ADM-016,Administration,Administrative dashboards must use projections rather than direct unbounded transactional queries.,Govern academic quality and sensitive operations beyond ordinary record management.,High,Academic Operations; Academic Publishing; Academy; Audit & Compliance,Operational load cannot degrade examinations.
ADM-017,Administration,Support impersonation must be visible and fully audited.,Govern academic quality and sensitive operations beyond ordinary record management.,Critical,Academic Operations; Academic Publishing; Academy; Audit & Compliance,The original actor and reason remain attached to every action.
ADM-018,Administration,Academy suspension must block new activity while preserving tenant data and recovery options.,Govern academic quality and sensitive operations beyond ordinary record management.,Critical,Academic Operations; Academic Publishing; Academy; Audit & Compliance,Suspension is reversible and not equivalent to deletion.
RPT-001,Reporting,"Every governed metric must have a named definition, owner and version.","Provide consistent, decision-grade academic intelligence without turning projections into sources of truth.",Critical,Academic Intelligence; Analytics & Reporting; Student Success; Exam Readiness; Psychometrics & Item Quality,Reports resolve formulas from the metric catalogue.
RPT-002,Reporting,Analytics projections are not authoritative for transactional state.,"Provide consistent, decision-grade academic intelligence without turning projections into sources of truth.",Critical,Academic Intelligence; Analytics & Reporting; Student Success; Exam Readiness; Psychometrics & Item Quality,Conflicts are corrected from source domains rather than editing the projection.
RPT-003,Reporting,"Reports must disclose population, period, timezone and freshness.","Provide consistent, decision-grade academic intelligence without turning projections into sources of truth.",High,Academic Intelligence; Analytics & Reporting; Student Success; Exam Readiness; Psychometrics & Item Quality,Users can interpret scope and compare results correctly.
RPT-004,Reporting,Target-achievement rate should replace generic pass rate where the exam has no universal pass threshold.,"Provide consistent, decision-grade academic intelligence without turning projections into sources of truth.",High,Academic Intelligence; Analytics & Reporting; Student Success; Exam Readiness; Psychometrics & Item Quality,Outcome reporting compares verified results with defined goals.
RPT-005,Reporting,Course effectiveness must adjust or segment by starting baseline and target difficulty.,"Provide consistent, decision-grade academic intelligence without turning projections into sources of truth.",High,Academic Intelligence; Analytics & Reporting; Student Success; Exam Readiness; Psychometrics & Item Quality,Raw final scores alone are not used to rank courses.
RPT-006,Reporting,Instructor effectiveness must not be inferred from raw student scores alone.,"Provide consistent, decision-grade academic intelligence without turning projections into sources of truth.",Critical,Academic Intelligence; Analytics & Reporting; Student Success; Exam Readiness; Psychometrics & Item Quality,"Reports include baseline, engagement, cohort mix and assignment context."
RPT-007,Reporting,AI accuracy reporting must compare AI with approved human or benchmark evidence.,"Provide consistent, decision-grade academic intelligence without turning projections into sources of truth.",High,Academic Intelligence; Analytics & Reporting; Student Success; Exam Readiness; Psychometrics & Item Quality,Override rate alone is not treated as ground truth.
RPT-008,Reporting,Item statistics must disclose sample size and population.,"Provide consistent, decision-grade academic intelligence without turning projections into sources of truth.",High,Academic Intelligence; Analytics & Reporting; Student Success; Exam Readiness; Psychometrics & Item Quality,Small or incompatible samples do not produce definitive quality labels.
RPT-009,Reporting,Readiness distribution must separate readiness level from confidence.,"Provide consistent, decision-grade academic intelligence without turning projections into sources of truth.",High,Academic Intelligence; Analytics & Reporting; Student Success; Exam Readiness; Psychometrics & Item Quality,Low-confidence predictions are visibly distinguished.
RPT-010,Reporting,Student-facing reports must avoid internal risk labels and private staff notes.,"Provide consistent, decision-grade academic intelligence without turning projections into sources of truth.",Critical,Academic Intelligence; Analytics & Reporting; Student Success; Exam Readiness; Psychometrics & Item Quality,Audience-specific projections control sensitive interpretation.
RPT-011,Reporting,Sponsor reports must follow consent and field-level visibility.,"Provide consistent, decision-grade academic intelligence without turning projections into sources of truth.",Critical,Academic Intelligence; Analytics & Reporting; Student Success; Exam Readiness; Psychometrics & Item Quality,"No raw answers, recordings or private AI conversations are included."
RPT-012,Reporting,Exports must apply the same row and field authorization as interactive views.,"Provide consistent, decision-grade academic intelligence without turning projections into sources of truth.",Critical,Academic Intelligence; Analytics & Reporting; Student Success; Exam Readiness; Psychometrics & Item Quality,Asynchronous export workers cannot bypass RLS or application scope.
RPT-013,Reporting,Personally identifiable data must be minimized in aggregate reporting.,"Provide consistent, decision-grade academic intelligence without turning projections into sources of truth.",High,Academic Intelligence; Analytics & Reporting; Student Success; Exam Readiness; Psychometrics & Item Quality,Small groups are suppressed or protected where re-identification risk exists.
RPT-014,Reporting,Historical reports must retain metric and model versions.,"Provide consistent, decision-grade academic intelligence without turning projections into sources of truth.",High,Academic Intelligence; Analytics & Reporting; Student Success; Exam Readiness; Psychometrics & Item Quality,A later formula change does not silently rewrite prior decisions.
RPT-015,Reporting,Official and practice results must be clearly distinguished.,"Provide consistent, decision-grade academic intelligence without turning projections into sources of truth.",High,Academic Intelligence; Analytics & Reporting; Student Success; Exam Readiness; Psychometrics & Item Quality,No simulation score is labelled as an official result.
RPT-016,Reporting,Data-quality exceptions must be surfaced rather than silently omitted.,"Provide consistent, decision-grade academic intelligence without turning projections into sources of truth.",High,Academic Intelligence; Analytics & Reporting; Student Success; Exam Readiness; Psychometrics & Item Quality,"Reports include missing, invalidated or delayed-source indicators."
RPT-017,Reporting,Large analytical workloads must be isolated from live exam operations.,"Provide consistent, decision-grade academic intelligence without turning projections into sources of truth.",Critical,Academic Intelligence; Analytics & Reporting; Student Success; Exam Readiness; Psychometrics & Item Quality,"Projections, replicas or warehouses handle heavy queries."
RPT-018,Reporting,Academic Intelligence recommendations must be traceable to governed metrics and source lineage.,"Provide consistent, decision-grade academic intelligence without turning projections into sources of truth.",High,Academic Intelligence; Analytics & Reporting; Student Success; Exam Readiness; Psychometrics & Item Quality,Decision-makers can inspect why an insight was produced.
